name,address,city,state,zip,latitude,longitude,website,top10perc,top25perc,sfratio,enrolled_total,average_tuition,perc_fresh_sat_scores,perc_fresh_act_scores,instate_price,outstate_price,gradrate_bachelor_four_years,gradrate_bachelor_five_years,gradrate_bachelor_six_years,perc_fresh_financialaid,undergraduate_enrollment,ft_enrollment,pt_enrollment,perc_americanindian_or_alaskanative_undergrad,perc_asian_undergrad,perc_blackafricanamerican_undergrad,perc_hispaniclatino_undergrad,perc_nativehawaiian_or_otherpacificislander_undergrad,perc_white_undergrad,perc_multiracial_undergrad,perc_raceunknown_undergrad,perc_nonresidentalien_undergrad,perc_asiannativehawaiianpacificislander_undergrad,perc_women_undergrad,far_west_region,great_lakes_region,mid_east_region,new_england_region,plains_region,rocky_mountains_region,southeast_region,southwest_region,us_service_schools_region,cluster
University Of Maryland Eastern Shore,J.T. Williams Hall,Princess Anne,MD,21853,38.211188,-75.687227,www.umes.edu,,,,610.0,6.6245,89.0,16.0,21454.0,29960.0,13.0,28.0,32.0,93.0,3530.0,3601.0,619.0,0,1.0,73.0,2.0,0.0,12.0,8.0,1.0,3.0,1.0,55.0,0,0,1,0,0,0,0,0,0,1
University Of Mary Washington,1301 College Ave,Fredericksburg,VA,22401,38.301816,-77.473865,www.umw.edu,,,,947.0,8.9535,94.0,30.0,24076.0,36946.0,66.0,73.0,74.0,68.0,4383.0,3989.0,842.0,0,4.0,6.0,7.0,0.0,65.0,4.0,12.0,1.0,4.0,64.0,0,0,0,0,0,0,1,0,0,1
University Of Massachusetts-Dartmouth,285 Old Westport Rd,North Dartmouth,MA,2747,41.628999,-71.006837,www.umassd.edu,,,,1443.0,11.2215,98.0,9.0,25355.0,37830.0,30.0,45.0,49.0,90.0,7437.0,7060.0,1993.0,0,3.0,11.0,7.0,0.0,67.0,4.0,6.0,2.0,3.0,48.0,0,0,0,1,0,0,0,0,0,1
University Of Massachusetts-Lowell,1 University Ave,Lowell,MA,1854,42.65372,-71.325081,www.uml.edu,,,,1648.0,11.43675,96.0,11.0,24961.0,39010.0,28.0,47.0,54.0,90.0,12734.0,10322.0,6610.0,0,9.0,6.0,9.0,0.0,65.0,2.0,6.0,3.0,9.0,39.0,0,0,0,1,0,0,0,0,0,1
University Of Memphis,Southern Avenue,Memphis,TN,38152,35.122076,-89.937883,www.memphis.edu,,,,2134.0,7.5965,6.0,96.0,23535.0,38247.0,13.0,34.0,43.0,97.0,17223.0,14385.0,7095.0,0,3.0,38.0,3.0,0.0,51.0,3.0,0.0,1.0,3.0,60.0,0,0,0,0,0,0,1,0,0,1
University Of Miami,University Of Miami,Coral Gables,FL,33146,25.720406,-80.27645,www.miami.edu/,42,69,5.9,2140.0,40.3905,49.0,41.0,60906.0,60906.0,71.0,81.0,82.0,75.0,11380.0,15597.0,1338.0,0,5.0,7.0,21.0,0.0,43.0,3.0,6.0,14.0,5.0,51.0,0,0,0,0,0,0,1,0,0,2
University Of Michigan-Ann Arbor,503 Thompson Street,Ann Arbor,MI,48109,42.27803,-83.736564,www.umich.edu,,,,6200.0,12.65175,34.0,83.0,26240.0,53490.0,76.0,88.0,90.0,63.0,28283.0,41152.0,2558.0,0,12.0,4.0,4.0,0.0,62.0,3.0,7.0,7.0,12.0,49.0,0,1,0,0,0,0,0,0,0,3
University Of Michigan-Flint,303 E. Kearsley Street,Flint,MI,48502,43.018701,-83.689103,www.umflint.edu,,,,724.0,8.814,1.0,87.0,23026.0,31908.0,9.0,29.0,38.0,84.0,7143.0,4943.0,3612.0,1,2.0,12.0,4.0,0.0,68.0,3.0,5.0,6.0,2.0,60.0,0,1,0,0,0,0,0,0,0,1
University Of Minnesota-Duluth,515 Darland Administration Bldg,Duluth,MN,55812,46.818896,-92.085177,www.d.umn.edu/,,,,2054.0,12.4735,3.0,98.0,23355.0,27020.0,30.0,54.0,59.0,83.0,10079.0,9658.0,1583.0,0,3.0,2.0,2.0,0.0,85.0,2.0,4.0,2.0,3.0,46.0,0,0,0,0,1,0,0,0,0,1
University Of Minnesota-Twin Cities,100 Church Street Se,Minneapolis,MN,55455,44.977886,-93.235352,www1.umn.edu/twincities/index.php,,,,5544.0,13.081,14.0,92.0,25281.0,31531.0,54.0,72.0,75.0,77.0,34449.0,38767.0,12759.0,0,8.0,4.0,3.0,0.0,69.0,3.0,3.0,9.0,9.0,51.0,0,0,0,0,1,0,0,0,0,3
University Of Mississippi,"Oxford, Mississippi",University,MS,38677,34.363438,-89.537169,www.olemiss.edu,26,47,20.3,3582.0,6.067,30.0,86.0,22444.0,33412.0,36.0,54.0,58.0,83.0,16677.0,17612.0,1819.0,0,2.0,15.0,3.0,0.0,76.0,2.0,0.0,2.0,2.0,55.0,0,0,0,0,0,0,1,0,0,3
University Of Missouri-Columbia,105 Jesse Hall,Columbia,MO,65211,38.941015,-92.326429,www.missouri.edu/,,,,6194.0,9.0405,8.0,94.0,22943.0,37292.0,47.0,67.0,70.0,84.0,26928.0,30318.0,4298.0,0,2.0,8.0,3.0,0.0,80.0,3.0,1.0,3.0,2.0,52.0,0,0,0,0,1,0,0,0,0,3
University Of Missouri-Kansas City,5100 Rockhill Rd,Kansas City,MO,64110,39.035057,-94.576648,www.umkc.edu/,,,,1078.0,9.0965,5.0,94.0,28396.0,41143.0,21.0,42.0,51.0,92.0,10227.0,9917.0,5801.0,0,6.0,14.0,7.0,0.0,60.0,3.0,5.0,4.0,6.0,58.0,0,0,0,0,1,0,0,0,0,1
University Of Missouri-St Louis,One University Boulevard,Saint Louis,MO,63121,38.711297,-90.308886,www.umsl.edu/,,,,482.0,9.11425,3.0,94.0,24322.0,39277.0,20.0,39.0,46.0,95.0,13569.0,6988.0,9821.0,0,4.0,14.0,2.0,0.0,69.0,1.0,5.0,3.0,5.0,58.0,0,0,0,0,1,0,0,0,0,1
University Of Mobile,5735 College Parkway Drive,Mobile,AL,36613,30.793247,-88.128934,www.umobile.edu,17,54,16.6,259.0,17.5275,13.0,87.0,32570.0,32570.0,33.0,47.0,49.0,93.0,1481.0,1288.0,322.0,2,1.0,22.0,1.0,0.0,65.0,2.0,5.0,3.0,1.0,67.0,0,0,0,0,0,0,1,0,0,0
University Of Montevallo,Station 6001,Montevallo,AL,35115,33.10625,-86.865099,www.montevallo.edu,18,78,18.9,531.0,8.8875,3.0,96.0,23340.0,33030.0,24.0,39.0,45.0,88.0,2618.0,2526.0,536.0,1,1.0,14.0,2.0,0.0,74.0,2.0,6.0,1.0,1.0,66.0,0,0,0,0,0,0,1,0,0,1
University Of Mount Union,1972 Clark Ave.,Alliance,OH,44601,40.904713,-81.108457,www.mountunion.edu,,,,552.0,26.1325,23.0,90.0,38895.0,38895.0,53.0,62.0,63.0,95.0,2096.0,2118.0,69.0,0,0.0,6.0,2.0,0.0,81.0,4.0,3.0,3.0,0.0,50.0,0,1,0,0,0,0,0,0,0,0
University Of Nebraska At Kearney,905 W 25Th St,Kearney,NE,68849,40.701287,-99.09807,www.unk.edu,,,,1022.0,6.33475,2.0,91.0,20010.0,25838.0,21.0,44.0,53.0,87.0,5502.0,5034.0,2018.0,0,1.0,2.0,8.0,0.0,78.0,1.0,1.0,9.0,1.0,57.0,0,0,0,0,1,0,0,0,0,1
University Of Nebraska At Omaha,6001 Dodge St,Omaha,NE,68182,41.257946,-96.009741,www.unomaha.edu,,,,1889.0,6.305,0.0,95.0,19250.0,29590.0,14.0,35.0,42.0,88.0,12335.0,10374.0,4853.0,0,3.0,6.0,9.0,0.0,72.0,3.0,3.0,3.0,3.0,52.0,0,0,0,0,1,0,0,0,0,1
University Of Nebraska-Lincoln,14Th And R St,Lincoln,NE,68588,40.821787,-96.700663,www.unl.edu/,,,,4420.0,7.70775,7.0,93.0,22246.0,35574.0,32.0,61.0,67.0,87.0,19376.0,20880.0,3565.0,0,2.0,2.0,5.0,0.0,80.0,2.0,2.0,6.0,2.0,46.0,0,0,0,0,1,0,0,0,0,3
University Of Nevada-Las Vegas,4505 S Maryland Pky,Las Vegas,NV,89154,36.106994,-115.141153,go.unlv.edu/,,,,3773.0,6.40775,77.0,34.0,22195.0,36105.0,15.0,34.0,43.0,92.0,23097.0,18795.0,9053.0,0,16.0,8.0,23.0,2.0,38.0,8.0,2.0,4.0,18.0,56.0,1,0,0,0,0,0,0,0,0,3
University Of Nevada-Reno,North Virginia Street,Reno,NV,89557,39.543642,-119.815377,www.unr.edu/,,,,2994.0,6.10075,82.0,56.0,22600.0,36510.0,16.0,41.0,51.0,94.0,15694.0,14208.0,4568.0,1,7.0,3.0,16.0,1.0,64.0,6.0,1.0,2.0,7.0,53.0,1,0,0,0,0,0,0,0,0,1
University Of New England,11 Hills Beach Rd,Biddeford,ME,4005,43.458591,-70.38535,www.une.edu/,19,54,11.4,633.0,31.21125,94.0,21.0,50295.0,50295.0,49.0,57.0,58.0,100.0,2653.0,4961.0,1071.0,0,3.0,2.0,1.0,0.0,65.0,1.0,28.0,1.0,3.0,71.0,0,0,0,1,0,0,0,0,0,2
University Of New Haven,300 Boston Post Road,West Haven,CT,6516,41.291314,-72.961472,www.newhaven.edu,,,,1174.0,32.2475,90.0,24.0,50210.0,50210.0,44.0,53.0,55.0,95.0,4864.0,5342.0,1213.0,0,2.0,8.0,8.0,0.0,52.0,1.0,20.0,7.0,2.0,49.0,0,0,0,1,0,0,0,0,0,2
University Of New Mexico-Main Campus,1700 Lomas Blvd Ne,Albuquerque,NM,87106,35.083868,-106.620155,www.unm.edu,,,,3424.0,6.05275,19.0,90.0,20094.0,33936.0,15.0,39.0,48.0,98.0,22416.0,20668.0,7924.0,6,3.0,3.0,44.0,0.0,37.0,3.0,2.0,2.0,3.0,56.0,0,0,0,0,0,0,0,1,0,3
University Of New Orleans,2000 Lakeshore Drive,New Orleans,LA,70148,30.028539,-90.068506,www.uno.edu,,,,860.0,5.60025,12.0,90.0,19825.0,32315.0,13.0,25.0,32.0,90.0,7144.0,6548.0,2775.0,0,8.0,15.0,10.0,0.0,56.0,3.0,4.0,4.0,8.0,50.0,0,0,0,0,0,0,1,0,0,1
University Of North Alabama,One Harrison Plaza,Florence,AL,35632,34.80658,-87.680999,www.una.edu,,,,970.0,6.279,3.0,96.0,16933.0,22525.0,12.0,27.0,32.0,82.0,5881.0,5133.0,1798.0,1,0.0,13.0,2.0,0.0,72.0,2.0,4.0,5.0,1.0,57.0,0,0,0,0,0,0,1,0,0,1
University Of North Carolina At Asheville,One University Hts,Asheville,NC,28804,35.616618,-82.565259,www.unca.edu,32,74,13,553.0,5.56975,84.0,16.0,18765.0,32587.0,37.0,56.0,60.0,77.0,3736.0,3129.0,655.0,1,1.0,3.0,4.0,0.0,83.0,3.0,4.0,1.0,1.0,57.0,0,0,0,0,0,0,1,0,0,1
University Of North Carolina At Chapel Hill,103 South Bldg Cb 9100,Chapel Hill,NC,27599,35.912165,-79.050969,www.unc.edu,75,92,8.9,3915.0,7.42675,78.0,24.0,24024.0,45806.0,81.0,88.0,90.0,68.0,18370.0,24390.0,4737.0,0,9.0,9.0,7.0,0.0,66.0,4.0,3.0,3.0,9.0,58.0,0,0,0,0,0,0,1,0,0,3
University Of North Carolina At Charlotte,9201 University City Blvd,Charlotte,NC,28223,35.306834,-80.73579,www.uncc.edu,19,62,16.8,3541.0,5.6395,86.0,20.0,19080.0,31609.0,26.0,48.0,54.0,75.0,21503.0,20436.0,6135.0,0,5.0,17.0,7.0,0.0,61.0,3.0,3.0,2.0,5.0,48.0,0,0,0,0,0,0,1,0,0,3
University Of North Carolina At Greensboro,1400 Spring Garden St,Greensboro,NC,27402,36.067503,-79.809844,www.uncg.edu,15,44,15.5,2516.0,5.814,90.0,10.0,19172.0,32970.0,30.0,50.0,55.0,80.0,14753.0,13858.0,4216.0,0,4.0,25.0,6.0,0.0,56.0,4.0,2.0,3.0,4.0,65.0,0,0,0,0,0,0,1,0,0,1
University Of North Carolina At Pembroke,One University Drive,Pembroke,NC,28372,34.687231,-79.201895,www.uncp.edu,,,,1020.0,4.696,88.0,11.0,17622.0,26829.0,15.0,28.0,33.0,92.0,5429.0,4485.0,1737.0,15,2.0,34.0,4.0,0.0,39.0,2.0,2.0,1.0,2.0,62.0,0,0,0,0,0,0,1,0,0,1
University Of North Carolina Wilmington,601 South College Road,Wilmington,NC,28403,34.225223,-77.875527,www.uncw.edu,,,,2053.0,5.884,78.0,37.0,20601.0,32738.0,52.0,68.0,71.0,69.0,12447.0,12001.0,1936.0,0,2.0,5.0,6.0,0.0,80.0,3.0,2.0,1.0,2.0,60.0,0,0,0,0,0,0,1,0,0,1
University Of North Dakota,"264 Centennial Drive, Stop 8193",Grand Forks,ND,58202,47.921654,-97.071738,und.edu,20,54,15.9,2360.0,7.197,7.0,94.0,21162.0,31448.0,24.0,47.0,53.0,88.0,11724.0,11160.0,3983.0,2,1.0,2.0,3.0,0.0,81.0,3.0,3.0,6.0,2.0,43.0,0,0,0,0,1,0,0,0,0,1
University Of Northern Colorado,Carter Hall - Rm 4000,Greeley,CO,80639,40.403178,-104.701721,www.unco.edu,12,37,21.5,1939.0,6.5255,13.0,91.0,20264.0,31803.0,27.0,43.0,46.0,90.0,9947.0,9735.0,2975.0,0,2.0,4.0,16.0,0.0,58.0,3.0,15.0,2.0,2.0,63.0,0,0,0,0,0,1,0,0,0,1
University Of Northern Iowa,1227 W 27Th St,Cedar Falls,IA,50614,42.514923,-92.459703,www.uni.edu,18,52,16.3,1722.0,7.4195,2.0,94.0,19880.0,29376.0,37.0,62.0,66.0,87.0,10380.0,9968.0,2191.0,0,1.0,3.0,3.0,0.0,86.0,2.0,2.0,4.0,1.0,57.0,0,0,0,0,1,0,0,0,0,1
University Of North Florida,1 Unf Drive,Jacksonville,FL,32224,30.269313,-81.508308,www.unf.edu,44,85,17.8,1615.0,5.781,52.0,48.0,20575.0,34978.0,21.0,43.0,50.0,94.0,14263.0,10829.0,5254.0,0,4.0,10.0,9.0,0.0,70.0,5.0,0.0,2.0,4.0,55.0,0,0,0,0,0,0,1,0,0,1
University Of North Texas,1501 W.Chestnut Ave.,Denton,TX,76203,33.210958,-97.151211,www.unt.edu,23,51,22.6,4617.0,8.09925,80.0,40.0,20232.0,28728.0,25.0,44.0,50.0,89.0,31243.0,27282.0,11033.0,1,5.0,14.0,21.0,0.0,51.0,3.0,1.0,4.0,5.0,53.0,0,0,0,0,0,0,0,1,0,3
University Of Notre Dame,400 Main Building,Notre Dame,IN,46556,41.699587,-86.237075,www.nd.edu,79,96,13.1,2070.0,42.228,44.0,56.0,60117.0,60117.0,90.0,94.0,95.0,69.0,8477.0,11908.0,216.0,0,6.0,4.0,10.0,0.0,71.0,4.0,1.0,4.0,6.0,47.0,0,1,0,0,0,0,0,0,0,2
University Of Oregon,110 Johnson Hall,Eugene,OR,97403,44.044515,-123.07398,www.uoregon.edu,25,61,19.7,4031.0,9.013,75.0,16.0,24352.0,44377.0,44.0,62.0,67.0,68.0,20797.0,21920.0,2553.0,1,5.0,2.0,8.0,0.0,64.0,6.0,1.0,13.0,6.0,52.0,1,0,0,0,0,0,0,0,0,3
University Of Pennsylvania,34Th And Spruce Streets,Philadelphia,PA,19104,39.951002,-75.193618,www.upenn.edu,85,100,6.3,2421.0,43.06,81.0,40.0,61800.0,61800.0,88.0,94.0,96.0,62.0,11525.0,21344.0,3286.0,0,18.0,7.0,9.0,0.0,46.0,4.0,5.0,11.0,18.0,52.0,0,0,1,0,0,0,0,0,0,2
University Of Pikeville,147 Sycamore St,Pikeville,KY,41501,37.481835,-82.520592,www.upike.edu,,,,386.0,16.575,5.0,95.0,33750.0,33750.0,16.0,27.0,29.0,100.0,1738.0,1749.0,456.0,0,1.0,10.0,1.0,0.0,86.0,0.0,0.0,2.0,1.0,53.0,0,0,0,0,0,0,1,0,0,0
University Of Pittsburgh-Pittsburgh Campus,4200 Fifth Avenue,Pittsburgh,PA,15260,40.442599,-79.954105,www.pitt.edu,,,,3678.0,16.1895,89.0,41.0,32126.0,42132.0,64.0,79.0,80.0,76.0,18615.0,25069.0,3580.0,0,8.0,5.0,3.0,0.0,77.0,3.0,1.0,3.0,8.0,50.0,0,0,1,0,0,0,0,0,0,3
University Of Portland,5000 N Willamette Blvd,Portland,OR,97203,45.571967,-122.725972,www.up.edu,27,58,13.2,835.0,36.338,99.0,0.0,53958.0,53958.0,70.0,75.0,75.0,97.0,3494.0,3515.0,521.0,0,10.0,1.0,10.0,1.0,64.0,8.0,2.0,3.0,12.0,58.0,1,0,0,0,0,0,0,0,0,2
University Of Redlands,1200 E. Colton Ave,Redlands,CA,92373,34.064218,-117.163218,www.redlands.edu,,,,673.0,38.3675,71.0,37.0,58559.0,58559.0,63.0,71.0,73.0,94.0,3607.0,3907.0,1240.0,1,5.0,5.0,25.0,1.0,49.0,4.0,10.0,1.0,6.0,55.0,1,0,0,0,0,0,0,0,0,2
University Of Rhode Island,"Green Hall, 35 Campus Avenue",Kingston,RI,2881,41.489334,-71.528708,www.uri.edu/,12,40,16.6,2993.0,11.6855,92.0,17.0,26882.0,42448.0,41.0,56.0,63.0,91.0,13354.0,13662.0,2725.0,0,3.0,5.0,9.0,0.0,68.0,2.0,12.0,1.0,3.0,54.0,0,0,0,1,0,0,0,0,0,1
University Of Richmond,28 Westhampton Way,University Of Richmond,VA,23173,37.577399,-77.538797,www.richmond.edu,46,72,11.7,805.0,43.5775,67.0,33.0,57630.0,57630.0,82.0,85.0,85.0,63.0,3215.0,3554.0,586.0,0,5.0,7.0,7.0,0.0,57.0,3.0,9.0,11.0,5.0,53.0,0,0,0,0,0,0,1,0,0,2
University Of Saint Francis-Fort Wayne,2701 Spring St,Fort Wayne,IN,46808,41.087772,-85.173694,www.sf.edu,,,,388.0,24.095,77.0,52.0,36492.0,36492.0,33.0,50.0,51.0,100.0,1980.0,1815.0,566.0,0,1.0,6.0,6.0,0.0,82.0,2.0,2.0,0.0,1.0,71.0,0,1,0,0,0,0,0,0,0,0
University Of Saint Joseph,1678 Asylum Avenue,West Hartford,CT,6117,41.783028,-72.730489,www.usj.edu,,,,153.0,31.02075,95.0,17.0,49923.0,49923.0,37.0,50.0,52.0,100.0,1049.0,1220.0,1420.0,0,3.0,12.0,12.0,0.0,53.0,2.0,18.0,0.0,3.0,98.0,0,0,0,1,0,0,0,0,0,2
University Of Saint Mary,4100 S 4Th St Trafficway,Leavenworth,KS,66048,39.277308,-94.906935,www.stmary.edu,,,,109.0,21.47,34.0,80.0,34536.0,34536.0,44.0,53.0,53.0,100.0,890.0,914.0,411.0,1,2.0,10.0,7.0,0.0,61.0,2.0,16.0,1.0,2.0,65.0,0,0,0,0,1,0,0,0,0,0
University Of San Diego,5998 Alcala Park,San Diego,CA,92110,32.77142,-117.188721,www.sandiego.edu,40,70,15.6,1238.0,39.329,73.0,53.0,58189.0,58189.0,65.0,74.0,75.0,76.0,5665.0,7066.0,1255.0,0,6.0,3.0,19.0,0.0,55.0,6.0,5.0,7.0,6.0,55.0,1,0,0,0,0,0,0,0,0,2
University Of San Francisco,2130 Fulton St,San Francisco,CA,94117,37.775564,-122.450977,www.usfca.edu/,23,48,13.6,1148.0,38.2455,75.0,43.0,58384.0,58384.0,57.0,67.0,69.0,71.0,6392.0,9255.0,857.0,0,19.0,3.0,19.0,0.0,31.0,7.0,2.0,18.0,20.0,62.0,1,0,0,0,0,0,0,0,0,2
University Of Science And Arts Of Oklahoma,17Th Street And Grand Avenue,Chickasha,OK,73018,35.031392,-97.95641,www.usao.edu,,,,150.0,4.1685,4.0,86.0,13106.0,19538.0,27.0,37.0,39.0,95.0,918.0,805.0,113.0,12,1.0,4.0,6.0,0.0,68.0,3.0,0.0,6.0,1.0,64.0,0,0,0,0,0,0,0,1,0,1
University Of Scranton,800 Linden Street,Scranton,PA,18510,41.40715,-75.658031,www.scranton.edu,29,60,14.1,881.0,36.6845,82.0,32.0,55008.0,55008.0,75.0,81.0,82.0,95.0,3942.0,4826.0,807.0,0,3.0,2.0,7.0,0.0,81.0,2.0,5.0,1.0,3.0,55.0,0,0,1,0,0,0,0,0,0,2
University Of Sioux Falls,1101 W 22Nd St,Sioux Falls,SD,57105,43.531574,-96.738229,www.usiouxfalls.edu/,,,,237.0,23.2575,3.0,95.0,35780.0,35780.0,35.0,47.0,47.0,100.0,1100.0,938.0,470.0,0,1.0,4.0,3.0,0.0,88.0,3.0,1.0,1.0,1.0,59.0,0,0,0,0,1,0,0,0,0,0
University Of South Alabama,307 N University Blvd,Mobile,AL,36688,30.695081,-88.18189,www.southalabama.edu,,,,1878.0,6.39,8.0,92.0,19980.0,26628.0,14.0,27.0,33.0,91.0,11307.0,12028.0,3037.0,1,3.0,22.0,2.0,0.0,64.0,2.0,2.0,3.0,4.0,57.0,0,0,0,0,0,0,1,0,0,1
University Of South Carolina-Aiken,471 University Pkwy,Aiken,SC,29801,33.574231,-81.767873,web.usca.edu,,,,526.0,8.8765,59.0,49.0,21701.0,30733.0,21.0,38.0,42.0,97.0,3175.0,2430.0,869.0,0,1.0,26.0,4.0,0.0,61.0,3.0,3.0,2.0,1.0,63.0,0,0,0,0,0,0,1,0,0,1
University Of South Carolina-Columbia,Columbia-Campus,Columbia,SC,29208,33.996677,-81.026916,www.sc.edu/,,,,4625.0,10.3145,63.0,61.0,24804.0,42516.0,54.0,70.0,73.0,90.0,24180.0,28022.0,3942.0,0,2.0,10.0,4.0,0.0,77.0,3.0,2.0,2.0,2.0,54.0,0,0,0,0,0,0,1,0,0,3
University Of South Carolina-Upstate,800 University Way,Spartanburg,SC,29303,34.996314,-81.970392,www.uscupstate.edu,,,,806.0,9.732,59.0,52.0,22804.0,32832.0,24.0,37.0,40.0,97.0,5308.0,4236.0,1209.0,0,2.0,27.0,4.0,0.0,56.0,3.0,6.0,2.0,2.0,65.0,0,0,0,0,0,0,1,0,0,1
University Of South Dakota,414 E Clark St,Vermillion,SD,57069,42.784676,-96.926533,www.usd.edu,,,,1342.0,7.42425,5.0,96.0,20183.0,22265.0,30.0,51.0,54.0,93.0,7633.0,6031.0,4204.0,2,1.0,2.0,3.0,0.0,86.0,3.0,1.0,1.0,1.0,63.0,0,0,0,0,1,0,0,0,0,1
University Of Southern California,University Park,Los Angeles,CA,90089,34.021058,-118.283858,www.usc.edu/,45,71,11.4,2922.0,43.65025,79.0,41.0,62180.0,62180.0,78.0,90.0,91.0,67.0,18445.0,35895.0,5473.0,0,23.0,4.0,13.0,0.0,37.0,5.0,5.0,13.0,23.0,50.0,1,0,0,0,0,0,0,0,0,3
University Of Southern Indiana,8600 University Blvd,Evansville,IN,47712,37.964249,-87.67779,www.usi.edu,8,25,22,1709.0,6.19875,65.0,50.0,19568.0,28423.0,15.0,31.0,37.0,88.0,8913.0,7513.0,2389.0,0,1.0,4.0,1.0,0.0,86.0,2.0,3.0,3.0,1.0,59.0,0,1,0,0,0,0,0,0,0,1
University Of Southern Maine,96 Falmouth St,Portland,ME,4103,43.662251,-70.276073,www.usm.maine.edu,,,,868.0,8.5335,93.0,7.0,24062.0,36422.0,10.0,26.0,34.0,93.0,7098.0,5020.0,3903.0,1,2.0,3.0,2.0,0.0,74.0,2.0,16.0,1.0,2.0,57.0,0,0,0,1,0,0,0,0,0,1
University Of Southern Mississippi,118 College Drive # 0001,Hattiesburg,MS,39406,31.327499,-89.33791,www.usm.edu,20,50,18.7,1746.0,6.0915,4.0,96.0,19894.0,28174.0,21.0,39.0,45.0,96.0,12475.0,12317.0,2932.0,0,1.0,32.0,3.0,0.0,61.0,2.0,0.0,1.0,1.0,64.0,0,0,0,0,0,0,1,0,0,1
University Of South Florida-Main Campus,4202 East Fowler Ave,Tampa,FL,33620,28.056647,-82.415876,www.usf.edu,,,,3904.0,5.9355,56.0,44.0,20760.0,31674.0,36.0,57.0,63.0,98.0,31100.0,29437.0,11991.0,0,6.0,11.0,19.0,0.0,55.0,3.0,2.0,4.0,6.0,55.0,0,0,0,0,0,0,1,0,0,3
University Of St Francis,500 N Wilcox St,Joliet,IL,60435,41.532955,-88.09554,www.stfrancis.edu,,,,237.0,26.392,4.0,96.0,40290.0,40290.0,32.0,54.0,57.0,100.0,1780.0,1589.0,2175.0,0,3.0,7.0,13.0,0.0,72.0,2.0,1.0,1.0,3.0,68.0,0,1,0,0,0,0,0,0,0,0
University Of St Thomas,3800 Montrose Blvd,Houston,TX,77006,29.736438,-95.393102,www.stthom.edu,,,,1368.0,32.91525,6.0,97.0,48400.0,48400.0,63.0,74.0,75.0,97.0,6321.0,7257.0,2935.0,0,4.0,3.0,4.0,0.0,82.0,3.0,2.0,3.0,4.0,47.0,0,0,0,0,1,0,0,0,0,2
University Of St Thomas,3800 Montrose Blvd,Houston,TX,77006,29.736438,-95.393102,www.stthom.edu,,,,1368.0,32.91525,6.0,97.0,48400.0,48400.0,63.0,74.0,75.0,97.0,6321.0,7257.0,2935.0,0,4.0,3.0,4.0,0.0,82.0,3.0,2.0,3.0,4.0,47.0,0,0,0,0,1,0,0,0,0,2
University Of The Cumberlands,6191 College Station Drive,Williamsburg,KY,40769,36.736489,-84.162375,www.ucumberlands.edu,,,,488.0,18.5,15.0,89.0,33500.0,33500.0,24.0,40.0,43.0,100.0,2096.0,2439.0,2485.0,0,1.0,6.0,2.0,0.0,82.0,1.0,3.0,5.0,1.0,50.0,0,0,0,0,0,0,1,0,0,0
University Of The Incarnate Word,4301 Broadway,San Antonio,TX,78209,29.466529,-98.465177,www.uiw.edu,,,,1045.0,23.29,83.0,37.0,39124.0,39124.0,19.0,36.0,40.0,100.0,6491.0,5254.0,3431.0,0,2.0,7.0,59.0,0.0,21.0,1.0,6.0,4.0,2.0,61.0,0,0,0,0,0,0,0,1,0,0
University Of The Ozarks,415 N College Ave,Clarksville,AR,72830,35.477785,-93.467924,www.ozarks.edu,,,,159.0,22.545,16.0,85.0,36379.0,36379.0,34.0,47.0,48.0,98.0,585.0,571.0,14.0,1,0.0,5.0,9.0,0.0,69.0,4.0,1.0,11.0,1.0,52.0,0,0,0,0,0,0,1,0,0,0
University Of The Pacific,3601 Pacific Ave,Stockton,CA,95211,37.979767,-121.309238,www.pacific.edu,36,66,11.2,958.0,37.13,89.0,39.0,57033.0,57033.0,40.0,58.0,63.0,91.0,3877.0,5749.0,672.0,1,32.0,3.0,19.0,0.0,32.0,4.0,4.0,5.0,32.0,52.0,1,0,0,0,0,0,0,0,0,2
University Of Toledo,2801 W Bancroft,Toledo,OH,43606,41.657246,-83.615936,www.utoledo.edu/,,,,3428.0,8.95725,11.0,92.0,24109.0,33229.0,23.0,42.0,46.0,96.0,16153.0,16179.0,4564.0,0,2.0,14.0,5.0,0.0,69.0,3.0,3.0,4.0,2.0,49.0,0,1,0,0,0,0,0,0,0,1
University Of Tulsa,800 South Tucker Drive,Tulsa,OK,74104,36.151887,-95.945175,www.utulsa.edu,41,68,11.5,856.0,32.054,25.0,64.0,51035.0,51035.0,51.0,67.0,69.0,88.0,3428.0,4102.0,495.0,4,3.0,4.0,4.0,0.0,55.0,2.0,1.0,26.0,3.0,42.0,0,0,0,0,0,0,0,1,0,2
University Of Utah,"201 Presidents Circle, Room 203",Salt Lake City,UT,84112,40.762484,-111.846044,www.utah.edu,27,53,12.8,3124.0,6.9075,19.0,85.0,21920.0,38199.0,24.0,49.0,60.0,64.0,24492.0,23084.0,8993.0,1,5.0,1.0,9.0,1.0,70.0,3.0,3.0,7.0,6.0,45.0,0,0,0,0,0,1,0,0,0,3
University Of Vermont,85 S Prospect St,Burlington,VT,5405,44.479262,-73.198128,www.uvm.edu,18,51,9.9,2495.0,14.963,87.0,30.0,28886.0,49814.0,65.0,75.0,76.0,94.0,10912.0,11001.0,1722.0,0,2.0,1.0,4.0,0.0,83.0,3.0,4.0,2.0,2.0,56.0,0,0,0,1,0,0,0,0,0,1
