,NAME,ADDRESS,CITY,STATE,ZIP,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTRY,LATITUDE,LONGITUDE,WEBSITE
5512,Columbus Technical College,928 Manchester Expy,Columbus,GA,31904,(706) 649-1800,1,A,4686,Muscogee,US,32.508076,-84.978551,www.columbustech.edu/
5513,Mr Bela's School of Cosmetology Inc,5580 East 12 Mile Road,Warren,MI,48092,(586) 751-4000,3,A,99,Oakland,US,42.508627,-83.105664,www.mrbelas.com
5514,Delta State University,Hwy 8 West,Cleveland,MS,38733,(662) 846-3000,1,A,5356,Bolivar,US,33.743896,-90.734378,www.deltastate.edu
5515,Dorsey Business Schools-Madison Heights,30821 Barrington,Madison Heights,MI,48071,(248) 588-9660,3,A,344,Oakland,US,42.519182,-83.111155,www.dorsey.edu
5516,Coahoma Community College,3240 Friars Point Rd,Clarksdale,MS,38614,(662) 627-2571,1,A,2615,Coahoma,US,34.255626,-90.570304,www.coahomacc.edu/
5517,Housatonic Community College,900 Lafayette Blvd,Bridgeport,CT,6604,(203) 332-5000,1,A,6130,Fairfield,US,41.175228,-73.191003,www.hcc.commnet.edu
5518,Columbus State University,4225 University Ave,Columbus,GA,31907,(706) 507-8800,1,A,9533,Muscogee,US,32.501556,-84.940796,www.columbusstate.edu
5519,Lincoln College of New England-Southington,2279 Mount Vernon Road,Southington,CT,6489,(860) 628-4751,3,A,1422,Hartford,US,41.632345,-72.920217,www.lincolncollegene.edu
5520,Grand Valley State University,1 Campus Dr,Allendale,MI,49401,(616) 331-2020,1,A,27564,Ottawa,US,42.965208,-85.887519,www.gvsu.edu
5521,Fort Valley State University,1005 State University Dr,Fort Valley,GA,31030,(478) 825-6211,1,A,4046,Peach,US,32.538163,-83.895548,www.fvsu.edu
5522,Connecticut Center for Massage Therapy-Newington,75 Kitts Lane,Newington,CT,6111,(877) 282-2268,3,A,389,Hartford,US,41.685072,-72.710705,www.ccmt.edu/programs.html
5523,Augusta Area Dietetic Internship-University Hospital,1350 Walton Way,Augusta,GA,30901,(706) 774-8897,2,A,13,Richmond,US,33.472316,-81.982003,www.universityhealth.org
5524,Antonelli College-Hattiesburg,1500 N 31st Ave,Hattiesburg,MS,39401,(601) 583-4100,3,A,413,Forrest,US,31.349549,-89.335692,www.antonellicollege.edu
5525,Ross Medical Education Center-Saginaw,"4300 Fashion Square Blvd., 2nd Floor, Suite 202",Saginaw,MI,48603,(989) 791-5192,3,A,264,Saginaw,US,43.469449,-83.967855,www.rosseducation.edu
5526,Lincoln Technical Institute-East Windsor,97 Newberry Road,East Windsor,CT,6088,(860) 627-4300,3,A,1180,Hartford,US,41.924248,-72.596915,www.lincolntech.com
5527,Southern Crescent Technical College,501 Varsity Rd,Griffin,GA,30223,(770) 228-7348,1,A,6135,Spalding,US,33.255438,-84.291662,www.sctech.edu
5528,Baker College of Owosso,1020 S Washington St,Owosso,MI,48867,(989) 729-3300,2,A,3227,Shiawassee,US,42.985542,-84.171872,www.baker.edu
5529,William Carey University,498 Tuscan Ave,Hattiesburg,MS,39401,(601) 318-6051,2,A,4502,Forrest,US,31.305264,-89.291815,www.wmcarey.edu
5530,Branford Hall Career Institute-Windsor Campus,995 Day Hill Rd,Windsor,CT,6095,(800) 959-7599,3,A,487,Hartford,US,41.878055,-72.702363,www.branfordhall.edu
5531,Toccoa Falls College,107 North Chapel Drive,Toccoa Falls,GA,30598,(706) 886-6831,2,A,954,Stephens,US,34.593702,-83.357254,www.tfc.edu
5532,Holy Apostles College and Seminary,33 Prospect Hill Rd,Cromwell,CT,6416,(860) 632-3010,2,A,441,Middlesex,US,41.60682,-72.647853,www.holyapostles.edu
5533,Thomas University,1501 Millpond Rd,Thomasville,GA,31792,(800) 538-9784 ext 1000,2,A,1250,Thomas,US,30.815677,-83.9651,www.thomasu.edu
5534,Baker College of Port Huron,3403 Lapeer Road,Port Huron,MI,48060,(810) 985-7000,2,A,1356,St. Clair,US,42.978469,-82.468845,www.baker.edu/
5535,Academy of Hair Design One,2003-B S Commerce,Grenada,MS,38901,(601) 372-9800,3,A,47,Grenada,US,33.760586,-89.808739,www.academyofhair.com
5536,Industrial Management Training Institute,233 Mill St,Waterbury,CT,6706,(203) 753-7910,3,A,246,New Haven,US,41.549618,-73.035893,IMTI.edu
5537,Abraham Baldwin Agricultural College,2802 Moore Hwy,Tifton,GA,31793,(229) 391-5001,1,A,3641,Tift,US,31.481889,-83.528281,www.abac.edu
5538,St Clair County Community College,323 Erie Street,Port Huron,MI,48061,(810) 984-3881,1,A,5094,St. Clair,US,42.979494,-82.428717,www.sc4.edu
5539,Chris Beauty College,1265 Pass Rd,Gulfport,MS,39501,(228) 864-2920,3,A,92,Harrison,US,30.382294,-89.077391,www.ChrisBeautyCollege.net
5540,Stone Academy-Hamden,560 Saw Mill Road,West Haven,CT,6516,(203) 288-7474,3,A,461,New Haven,US,41.349013,-72.931947,www.stoneacademy.com
5541,Waycross College,2001 S Georgia Pky,Waycross,GA,31503,(912) 449-7600,1,A,911,Ware,US,31.205954,-82.388472,www.waycross.edu
5542,Glen Oaks Community College,62249 Shimmel Rd,Centreville,MI,49032,(269) 467-9945 ext 0,1,A,1433,St. Joseph,US,41.892504,-85.496929,www.glenoaks.cc.mi.us/Pages/default.aspx
5543,Wesley Biblical Seminary,787 E. Northside Drive,Jackson,MS,39286,(601) 366-8880,2,A,127,Hinds,US,32.355011,-90.159447,www.wbs.edu
5544,Okefenokee Technical College,1701 Carswell Ave,Waycross,GA,31503,(912) 287-5818,1,A,1523,Ware,US,31.212781,-82.3821,www.okefenokeetech.edu
5545,Paier College of Art Inc,20 Gorham Ave,Hamden,CT,6514,(203) 287-3031,3,A,254,New Haven,US,41.347714,-72.935048,www.paiercollegeofart.edu
5546,Baker College of Cadillac,9600 E 13th St,Cadillac,MI,49601,(231) 876-3101,2,A,2104,Wexford,US,44.266104,-85.383974,www.baker.edu
5547,Mississippi Community College Board,3825 Ridgewood Rd,Jackson,MS,39211,(601) 432-6518,1,A,35,Hinds,US,32.338455,-90.144935,www.mccb.edu
5548,Altamaha Technical College,1777 W Cherry St,Jesup,GA,31545,(912) 427-5800 ext 5803,1,A,1667,Wayne,US,31.621943,-81.909737,www.altamahatech.edu
5549,Lyme Academy College of Fine Arts,84 Lyme St,Old Lyme,CT,6371,(860) 434-5232,2,A,125,New London,US,41.322826,-72.329397,www.lymeacademy.edu
5550,Regency Beauty Institute-Blaine,1351 113th Ave NE,Blaine,MN,55434,(800) 787-6456,3,A,326,Anoka,US,45.132464,-93.266236,www.regencybeauty.com
5551,Holmes Community College,#1 Hill St,Goodman,MS,39079,(662) 472-2312,1,A,7198,Holmes,US,32.969985,-89.915803,www.holmescc.edu
5552,Truett-McConnell College,100 Alumni Dr,Cleveland,GA,30528,(706) 865-2134,2,A,1486,White,US,34.596183,-83.748861,www.truett.edu
5553,Three Rivers Community College,574 New London Turnpike,Norwich,CT,6360,(860) 886-0177,1,A,5026,New London,US,41.509945,-72.103039,www.trcc.commnet.edu
5554,Bemidji State University,1500 Birchmont Dr,Bemidji,MN,56601,(800) 475-2001,1,A,5545,Beltrami,US,47.482505,-94.874529,www.bemidjistate.edu
5555,Itawamba Community College,602 W Hill Street,Fulton,MS,38843,(601) 862-8000,1,A,6593,Itawamba,US,34.27652,-88.41201,www.iccms.edu
5556,University of Hawaii at Hilo,200 W Kawili St,Hilo,HI,96720,(808) 974-7311,1,A,4786,Hawaii,US,19.701854,-155.081329,www.hilo.hawaii.edu
5557,Ridley-Lowell Business & Technical Institute,470 Bank Street,New London,CT,6320,(860) 443-7441,3,A,399,New London,US,41.349947,-72.100514,www.ridley.edu
5558,Hawaii Community College,200 W. Kawili Street,Hilo,HI,96720,(808) 934-2500,1,A,4013,Hawaii,US,19.704498,-155.069096,hawaii.hawaii.edu
5559,New England Tractor Trailer Training School of Connecticut,32 Field Rd,Somers,CT,6071,(800) 243-3544,3,A,505,Tolland,US,41.979699,-72.450218,WWW.NETTTS.COM
5560,Brigham Young University-Hawaii,55-220 Kulanui Street,Laie,HI,96762,(808) 675-3211,2,A,3733,Honolulu,US,21.641172,-157.925358,www.byuh.edu/
5561,Eastern Connecticut State University,83 Windham St,Willimantic,CT,6226,(860) 465-5000,1,A,6431,Windham,US,41.721673,-72.218753,www.easternct.edu/
5562,Northwest Technical College,905 Grant Avenue SE,Bemidji,MN,56601,(218) 333-6600,1,A,1276,Beltrami,US,47.452652,-94.853985,www.ntcmn.edu
5563,Alcorn State University,1000 ASU Dr Ste 359,Alcorn State,MS,39096,(601) 877-6100,1,A,4694,Claiborne,US,31.877216,-91.142854,www.alcorn.edu
5564,Kauai Community College,3-1901 Kaumualii Hwy,Lihue,HI,96766,(808) 245-8311,1,A,1694,Kauai,US,21.969509,-159.395966,kauai.hawaii.edu
5565,Windham Technical High School,210 Birch St,Willimantic,CT,6226,(860) 456-3879,1,A,18,Windham,US,41.719782,-72.22058,www.cttech.org/windham/
5566,Oak Hills Christian College,1600 Oak Hills Rd SW,Bemidji,MN,56601,(218) 751-8670,2,A,172,Beltrami,US,47.425836,-94.901503,www.oakhills.edu
5567,Southeastern Baptist College,4229 Hwy 15 N,Laurel,MS,39440,(601) 426-6346,2,A,84,Jones,US,31.748512,-89.149373,www.southeasternbaptist.edu
5568,Hawkeye Community College,1501 E Orange Rd,Waterloo,IA,50701,(319) 296-2320,1,A,6398,Black Hawk,US,42.430003,-92.330633,www.hawkeyecollege.edu
5569,Quinebaug Valley Community College,742 Upper Maple St,Danielson,CT,6239,(860) 412-7200,1,A,2314,Windham,US,41.82623,-71.889673,www.qvcc.commnet.edu
5570,Mississippi College of Beauty Culture,732 Sawmill Rd,Laurel,MS,39440,(601) 428-7043,3,A,75,Jones,US,31.693843,-89.134632,hatfieldsinc.com
5571,La James International College-Cedar Falls,6322 University Ave,Cedar Falls,IA,50613,(319) 277-2150,3,A,101,Black Hawk,US,42.515041,-92.434478,www.lajamesinternational.com
5572,Georgetown University,37th and O St NW,Washington,DC,20057,(202) 687-0100,2,A,23278,District of Columbia,US,38.908809,-77.073463,www.georgetown.edu
5573,Jones County Junior College,900 South Court Street,Ellisville,MS,39437,(601) 477-4000,1,A,4644,Jones,US,31.597162,-89.199694,www.jcjc.edu
5574,University of Northern Iowa,1227 W 27th St,Cedar Falls,IA,50614,(319) 273-2311,1,A,14445,Black Hawk,US,42.514923,-92.459703,www.uni.edu
5575,National Conservatory of Dramatic Arts,1556 Wisconsin Ave NW,Washington,DC,20007,(202) 333-2202,2,A,61,District of Columbia,US,38.910024,-77.065095,www.theconservatory.org
5576,Meridian Community College,910 Hwy 19 N,Meridian,MS,39307,(601) 483-8241 ext 799,1,A,4316,Lauderdale,US,32.367355,-88.732823,www.meridiancc.edu
5577,Allen College,1990 Heath St,Waterloo,IA,50703,(319) 226-2000,2,A,652,Black Hawk,US,42.530084,-92.340148,www.allencollege.edu
5578,Wesley Theological Seminary,"4500 Massachusetts Ave., NW",Washington,DC,20016,(202) 885-8600,2,A,721,District of Columbia,US,38.939606,-77.08996,www.wesleyseminary.edu/
5579,Creations College of Cosmetology,2419 W Main St,Tupelo,MS,38801,(662) 844-9264,3,A,59,Lee,US,34.255394,-88.743617,www.creationscosmetology.com
5580,College of Hair Design,"722 Water St, Ste 201",Waterloo,IA,50703,(319) 232-9995 ext 100,3,A,53,Black Hawk,US,42.496209,-92.335422,CHD.net
5581,University of the District of Columbia,4200 Connecticut Ave NW,Washington,DC,20008,(202) 274-5012,1,A,5866,District of Columbia,US,38.943819,-77.066247,www.udc.edu
5582,Mississippi Valley State University,14000 Highway 82 West,Itta Bena,MS,38941,(662) 254-9041,1,A,2998,Leflore,US,33.513214,-90.341774,www.mvsu.edu
5583,North Iowa Area Community College,500 College Dr,Mason City,IA,50401,(641) 423-1264,1,A,3640,Cerro Gordo,US,43.157919,-93.131699,www.niacc.edu
5584,Delaware State University,1200 N. Dupont Highway,Dover,DE,19901,(302) 857-6060,1,A,5266,Kent,US,39.187173,-75.54053,www.desu.edu
5585,Southeastern Community College,1500 West Agency Road,West Burlington,IA,52655,(319) 752-2731,1,A,3540,Des Moines,US,40.814726,-91.172394,www.scciowa.edu
5586,Mississippi University for Women,1100 College Street,Columbus,MS,39701,(662) 329-4750,1,A,3034,Lowndes,US,33.494491,-88.419811,www.muw.edu
5587,Wesley College,120 N State St,Dover,DE,19901,(302) 736-2300,2,A,1948,Kent,US,39.163012,-75.527234,www.wesley.edu
5588,University of Dubuque,2000 University Ave,Dubuque,IA,52001,(563) 589-3000,2,A,2493,Dubuque,US,42.498112,-90.693863,www.dbq.edu
5589,College of the Siskiyous,800 College Ave,Weed,CA,96094,(530) 938-5555,1,A,2662,Siskiyou,US,41.413848,-122.389166,www.siskiyous.edu
5590,Delaware Technical Community College-Central Office,1832 North Dupont Highway,Dover,DE,19901,(302) 739-3737,1,A,68,Kent,US,39.198144,-75.562873,www.dtcc.edu
5591,Rust College,150 Rust Ave,Holly Springs,MS,38635,(601) 252-8000,2,A,1128,Marshall,US,34.776862,-89.446999,www.rustcollege.edu
5592,San Bernardino Community College District,114 South Del Rosa Drive,San Bernardino,CA,92408,(909) 382-4000,1,A,114,San Bernardino,US,34.100347,-117.251666,www.sbccd.cc.ca.us
5593,Mississippi Gulf Coast Community College,51 Main Street,Perkinston,MS,39573,(866) 735-1122,1,A,11247,Stone,US,30.779349,-89.144339,www.mgccc.edu
5594,Wartburg Theological Seminary,333 Wartburg Pl,Dubuque,IA,52003,(563) 589-0200,2,A,198,Dubuque,US,42.485327,-90.691519,www.wartburgseminary.edu
5595,California Maritime Academy,200 Maritime Academy Dr,Vallejo,CA,94590,(707) 654-1000,1,A,1210,Solano,US,38.069061,-122.231551,www.csum.edu
5596,Goldey-Beacom College,4701 Limestone Rd,Wilmington,DE,19808,(302) 998-8814,2,A,1413,New Castle,US,39.741055,-75.68884,www.gbc.edu
5597,Mississippi Delta Community College,Hwy 3 and Cherry St,Moorhead,MS,38761,(662) 246-6322,1,A,3531,Sunflower,US,33.444906,-90.502053,www.msdelta.edu
5598,Lytles Redwood Empire Beauty College Inc,186 Wikiup Dr,Santa Rosa,CA,95403,(707) 545-8490,3,A,106,Sonoma,US,38.508385,-122.75777,www.lytles-rebc.com
5599,Clarke University,1550 Clarke Dr,Dubuque,IA,52001,(563) 588-6300,2,A,1533,Dubuque,US,42.508776,-90.691776,www.clarke.edu
5600,Northwest Mississippi Community College,4975 Hwy 51 N,Senatobia,MS,38668,(662) 562-3200,1,A,8958,Tate,US,34.624248,-89.969277,www.northwestms.edu
5601,Pacifica Graduate Institute,249 Lambert Rd,Carpinteria,CA,93013,(805) 969-3626 ext 101,3,A,917,Santa Barbara,US,34.420881,-119.580414,www.pacifica.edu
5602,Dawn Career Institute Inc,"3700 Lancaster Pike, Suite 105",Wilmington,DE,19805,(302) 633-9075,3,A,688,New Castle,US,39.754594,-75.595461,www.dawncareerinstitute.edu
5603,Emmaus Bible College,2570 Asbury Rd,Dubuque,IA,52001,(563) 588-8000,2,A,278,Dubuque,US,42.508621,-90.706909,www.emmaus.edu
5604,Blue Mountain College,201 W Main St,Blue Mountain,MS,38610,(662) 685-4771,2,A,594,Tippah,US,34.67209,-89.02924,www.bmc.edu
5605,Yosemite Community College District Office,2201 Blue Gum Ave,Modesto,CA,95358,(209) 575-6550,1,A,168,Stanislaus,US,37.66107,-121.040246,www.yosemite.edu
5606,Delaware College of Art and Design,600 N Market St,Wilmington,DE,19801,(302) 622-8000,2,A,267,New Castle,US,39.7419,-75.549846,www.dcad.edu
5607,Loras College,1450 Alta Vista,Dubuque,IA,52004,(563) 588-7100,2,A,1917,Dubuque,US,42.503908,-90.679023,www.loras.edu
5608,Adrians Beauty College of Turlock,1340 W Main St,Turlock,CA,95380,(209) 632-2233,3,A,159,Stanislaus,US,37.491448,-120.863784,www.adrians.edu
5609,Fosters Cosmetology College,1813 Hwy 15 N,Ripley,MS,38663,(662) 837-9334,3,A,26,Tippah,US,34.759421,-88.939805,www.fosterscollege.com
5610,Santa Fe College,3000 Northwest 83rd Street,Gainesville,FL,32606,(352) 395-5000,1,A,16594,Alachua,US,29.68247,-82.432614,www.sfcollege.edu
5611,Sofia University,1069 East Meadow Cr,Palo Alto,CA,94303,(650) 493-4430,2,A,645,Santa Clara,US,37.430325,-122.10866,www.sofia.edu
5612,The University of Montana-Western,710 S Atlantic,Dillon,MT,59725,(406) 683-7011,1,A,1588,Beaverhead,US,45.208306,-112.639264,www.umwestern.edu
5613,Upper Iowa University,605 Washington St,Fayette,IA,52142,(563) 425-5200,2,A,6072,Fayette,US,42.839102,-91.799617,www.uiu.edu
5614,Florida School of Massage,6421 SW 13th St,Gainesville,FL,32608,(352) 378-7891,3,A,139,Alachua,US,29.593428,-82.338273,www.floridaschoolofmassage.com/
5615,Mission College,3000 Mission College Blvd,Santa Clara,CA,95054,(408) 988-2200,1,A,10432,Santa Clara,US,37.392689,-121.982136,www.missioncollege.edu/
5616,Dahls College of Beauty,716 Central Ave,Great Falls,MT,59401,(406) 454-3453,3,A,17,Cascade,US,47.505061,-111.294573,www.dahlscollegeofbeauty.com
5617,Marinello Schools of Beauty-Santa Clara,955 Monroe St,Santa Clara,CA,95050,(562) 945-2211,3,A,768,Santa Clara,US,37.348232,-121.947689,www.marinello.com
5618,City College-Gainesville,7001 N.W. 4th Blvd.,Gainesville,FL,32607,(352) 335-4000,2,A,581,Alachua,US,29.654852,-82.417302,www.citycollege.edu
5619,Iowa Wesleyan College,601 N Main Street,Mount Pleasant,IA,52641,(319) 385-8021,2,A,789,Henry,US,40.973689,-91.552588,www.iwc.edu
5620,Institute for Business and Technology,2400 Walsh Avenue,Santa Clara,CA,95051,(408) 727-1060 ext 260,3,A,338,Santa Clara,US,37.368642,-121.969541,www.ibttech.com
5621,Gooding Institute of Nurse Anesthesia-Bay Medical Center-Sacred Heart Health System,2901 Martin Luther King Jr. Blvd,Panama City,FL,32405,(850) 747-6918,3,A,55,Bay,US,30.159605,-85.647759,www.baymedical.org
5622,University of Iowa,101 Jessup Hall,Iowa City,IA,52242,(319) 335-3500,1,A,40300,Johnson,US,41.660695,-91.535698,www.uiowa.edu
5623,Bradford-Union Area Career Technical Center,609 N Orange St,Starke,FL,32091,(904) 966-6764,1,A,210,Bradford,US,29.952134,-82.123082,www.bradfordvotech.com
5624,American College of Hairstyling-Cedar Rapids,1531 First Ave SE,Cedar Rapids,IA,52402,(319) 362-1488,3,A,14,Linn,US,41.988414,-91.65131,NOT AVAILABLE
5625,The Salon Professional Academy-Melbourne,1700 W. New Haven Avenue - Ste 540A,Melbourne,FL,32904,(321) 951-0595,3,A,122,Brevard,US,28.081724,-80.649793,www.tspamelbourne.com
5626,Capri College-Cedar Rapids,2945 Williams Parkway S.W.,Cedar Rapids,IA,52404,(319) 364-1541,3,A,214,Linn,US,41.960734,-91.710201,www.capricollege.edu
5627,Concorde Career Institute-Miramar,10933 Marks Way,Miramar,FL,33025,(954) 731-8880,3,A,464,Broward,US,25.977049,-80.291433,www.concorde.edu
5628,Coe College,1220 First Ave NE,Cedar Rapids,IA,52402,(319) 399-8000,2,A,1745,Linn,US,41.987646,-91.657405,www.coe.edu
5629,Tulare Beauty College,1400 W Inyo St,Tulare,CA,93274,(559) 229-7480,3,A,49,Tulare,US,36.203938,-119.367461,NOT AVAILABLE
5630,Florida College of Natural Health-Pompano Beach,2001 W Sample Rd Ste 100,Pompano Beach,FL,33064,(954) 975-6400,3,A,278,Broward,US,26.275165,-80.150388,www.steinered.com
5631,Mount Mercy University,1330 Elmhurst Dr NE,Cedar Rapids,IA,52402,(319) 363-8213,2,A,2114,Linn,US,42.001931,-91.650991,www.mtmercy.edu
5632,City College-Fort Lauderdale,2000 W. Commerical Boulevard,Fort Lauderdale,FL,33309,(954) 492-5353,2,A,864,Broward,US,26.187467,-80.1705,www.citycollege.edu
5633,Coral Ridge Nurses Assistant Training School Inc,2121 W Oakland Pk Blvd,Fort Lauderdale,FL,33311,(954) 714-0061,3,A,21,Broward,US,26.166461,-80.171763,NOT AVAILABLE
5634,William Penn University,201 Trueblood Ave,Oskaloosa,IA,52577,(641) 673-1001,2,A,2126,Mahaska,US,41.308868,-92.648348,www.wmpenn.edu
5635,Atlantic Technical Center,4700 Coconut Creek Parkway,Coconut Creek,FL,33063,(754) 321-5100,1,A,1262,Broward,US,26.243004,-80.192225,www.atlantictechcenter.com
5636,Central College,812 University,Pella,IA,50219,(877) 462-3687,2,A,1938,Marion,US,41.400482,-92.92086,www.central.edu
5637,ITT Technical Institute-Jacksonville,"7011 A.C. Skinner Pkwy, Suite 140",Jacksonville,FL,32256,(904) 573-9100,3,A,934,Duval,US,30.249055,-81.581675,www.itt-tech.edu
5638,Iowa School of Beauty-Marshalltown,112 Nicholas Dr,Marshalltown,IA,50158,(641) 752-4223,3,A,34,Marshall,US,42.01592,-92.915227,iowaschoolofbeauty.com
5639,Riverside Hairstyling Academy,3530 Beach Blvd,Jacksonville,FL,32207,(904) 398-0502,3,A,28,Duval,US,30.301363,-81.628821,toniguy.com/academy/jacksonville_academy/default.aspx
5640,Marshalltown Community College,3700 S Center St,Marshalltown,IA,50158,(641) 752-7106,1,A,2178,Marshall,US,42.00065,-92.909411,www.iavalley.edu/mcc/index.html
5641,Trinity Baptist College,800 Hammond Blvd,Jacksonville,FL,32221,(904) 596-2400,2,A,360,Duval,US,30.311259,-81.795466,www.tbc.edu
5642,Grinnell College,1121 Park Street,Grinnell,IA,50112,(641) 269-4000,2,A,2383,Poweshiek,US,41.746363,-92.721432,www.grinnell.edu
5643,Concorde Career Institute-Jacksonville,7960 Arlington Expressway,Jacksonville,FL,32211,(904) 725-0525,3,A,445,Duval,US,30.327076,-81.574405,www.concorde.edu
5644,Eastern Iowa Community College District,306 W River Dr,Davenport,IA,52801,(563) 336-3300,1,A,9474,Scott,US,41.54775,-90.46857,www.eicc.edu
5645,Stenotype Institute of Jacksonville Inc-Jacksonville,3563 Phillips Highway Building E Suite 501,Jacksonville,FL,32207,(904) 398-4141,3,A,253,Duval,US,30.290347,-81.633578,www.stenotype.edu
5646,Hamilton Technical College,1011 E 53rd St,Davenport,IA,52807,(563) 386-3570,3,A,277,Scott,US,41.573888,-90.560088,www.hamiltontechcollege.com
5647,La James International College-Davenport,5205 North Brady Street,Davenport,IA,52806,(563) 441-7900,3,A,42,Scott,US,41.572861,-90.5682,www.lajamesinternational.com
